"Word1"	"icd10-wordtokens"	"icd10-I-wordtokens"
"吴/t"	2	0
"吸烟/v"	2	0
"吻/v"	2	0
"周炎/n"	2	0
"周身/n"	1	1
"呼/v"	2	0
"咀嚼/v"	2	0
"和气/a"	2	0
"和谐/a"	2	0
"咽喉炎/n"	2	0
"品质/n"	2	0
"哈勒沃登/nf"	2	0
"哌/w"	2	0
"哮/n"	2	0
"哺乳动物/n"	2	0
"啮/v"	2	0
"啰/w"	2	0
"喷嚏/n"	2	0
"喷射/v"	2	0
"器具/n"	2	0
"噪音/n"	2	0
"嚣/v"	2	0
"四氯化碳/n"	2	0
"回归热/n"	2	0
"回旋/v"	2	0
"回避/v"	2	0
"固态/n"	2	0
"图样/n"	2	0
"土块/n"	2	0
"土壤/n"	2	0
"土性/n"	2	0
"圣/n"	2	0
"在场/v"	2	0
"地震/n"	2	0
"块状/n"	2	0
"坠/v"	2	0
"垢/n"	2	0
"埃勒斯/nf"	2	0
"埃及/nf"	2	0
"埃布斯坦/nf"	2	0
"基于/p"	2	0
"堵塞/v"	2	0
"塌方/v"	2	0
"士/n"	2	0
"处于/v"	2	0
"处方/n"	2	0
"外地/s"	2	0
"多于/v"	2	0
"多倍体/n"	2	0
"多疑/a"	2	0
"夜/t"	2	0
"夜游症/n"	2	0
"夜盲/n"	2	0
"夜盲症/n"	2	0
"大头/n"	2	0
"大火/n"	2	0
"大部分/m"	2	0
"大骨节病/n"	2	0
"大麻/n"	2	0
"失去/v"	2	0
"失声/v"	2	0
"失踪/v"	2	0
"失重/v"	2	0
"头发/n"	2	0
"头晕/v"	2	0
"头虱/n"	2	0
"头颅/n"	2	0
"奇异/a"	2	0
"奇怪/v"	2	0
"奇昆/n2"	2	0
"奈泽洛/nf"	2	0
"奎尔/n"	2	0
"奥/b"	2	0
"奥尔德里奇/nf"	2	0
"奥尔谢夫斯基/nf"	2	0
"奥尼昂/nf"	2	0
"奥斯勒/nf"	1	1
"奶/n"	2	0
"好/a"	2	0
"如此/rv"	2	0
"妇/n"	2	0
"委内瑞拉/nf"	2	0
"姜片虫/n"	2	0
"姻亲/n"	2	0
"威尔逊/nf"	2	0
"威斯科特/nf"	2	0
"嫌疑/n"	2	0
"孔型/n"	2	0
"孕/v"	2	0
"孕期/t"	2	0
"季/n"	2	0
"孤/n"	2	0
"安/v"	2	0
"安眠药/n"	2	0
"宋/t"	2	0
"完成/v"	2	0
"定/v"	2	0
"定向/d"	2	0
"定罪/v"	2	0
"实行/v"	2	0
"实质/n"	2	0
"家具/n"	2	0
"家属/n"	2	0
"宾/n"	2	0
"宾斯旺格/nf"	1	1
"寄/v"	2	0
"寒冷/a"	2	0
"对比/v"	2	0
"对照/v"	2	0
"对立/v"	2	0
"导/v"	2	0
"封闭/v"	2	0
"射/v"	2	0
"射精管/n"	2	0
"尤/d"	2	0
"尼古丁/n"	2	0
"尼尔/nf"	2	0
"尼昂热/nf"	2	0
"尼罗河/nf"	2	0
"尿素/n"	2	0
"层状/n"	2	0
"居民/n"	2	0
"山崩/v"	2	0
"左上/f"	2	0
"左侧/f"	2	0
"巨人/n"	2	0
"差/a"	2	0
"己/r"	2	0
"巴雷特/nf"	2	0
"布施/v"	2	0
"帆/n"	2	0
"帝/n"	2	0
"常规战争/n"	2	0
"干眼症/n"	2	0
"年/q"	2	0
"年轻/a"	2	0
"并非/v"	2	0
"幼虫/n"	2	0
"广场/n"	2	0
"广泛性/n"	2	0
"底部/f"	2	0
"庞/n1"	2	0
"康诺尔立克/nf"	2	0
"延/v"	2	0
"开放/v"	2	0
"弃婴/n"	2	0
"引出/v"	2	0
"弥散/v"	2	0
"弹片/n"	2	0
"强奸/v"	2	0
"当/p"	2	0
"形状/n"	2	0
"影/n"	2	0
"往/p"	2	0
"征兵/v"	2	0
"径/n"	1	1
"得/v"	2	0
"微粒/n"	2	0
"德拉图雷/nf"	2	0
"心悸/v"	2	0
"心跳/v"	1	1
"必需/v"	2	0
"快慢/n"	1	1
"急腹症/n"	2	0
"急躁/a"	2	0
"性关系/n"	2	0
"性周期/n"	2	0
"性质/n"	2	0
"性非/n2"	2	0
"性高潮/n"	2	0
"恐怖主义/n"	2	0
"恐惧/a"	2	0
"恙虫/n"	2	0
"恩/n"	2	0
"恶劣/a"	2	0
"恶化/v"	1	1
"恶心/a"	2	0
"悬垂/v"	2	0
"悬崖/n"	2	0
"想/v"	2	0
"愉快/a"	2	0
"感受器/n"	2	0
"感应/n"	2	0
"愤怒/a"	2	0
"憇/w"	2	0
"成为/v"	2	0
"成型/v"	2	0
"成长/v"	2	0
"战壕/n"	2	0
"房东/n"	2	0
"房客/n"	2	0
"扁平足/n"	2	0
"手法/n"	2	0
"手癣/n"	2	0
"打赌/v"	2	0
"执照/n"	2	0
"扩散/v"	2	0
"扳机/n"	2	0
"投掷/v"	2	0
"抗坏血酸/n"	2	0
"担心/v"	2	0
"拉利/nf"	2	0
"拉沙热/nf"	2	0
"拉特克/nf"	2	0
"拒绝/v"	2	0
"拔除/v"	2	0
"拧/v"	2	0
"拮/n"	2	0
"拼写/v"	2	0
"指指/v"	2	0
"指标/n"	2	0
"按/p"	2	0
"挤/v"	2	0
"挽/v"	2	0
"损/v"	2	0
"换/v"	2	0
"授/v"	2	0
"排卵/v"	2	0
"排卵期/t"	2	0
"探子/n"	2	0
"接点/n"	2	0
"接近/v"	2	0
"推动/v"	2	0
"搀扶/v"	2	0
"摔倒/v"	2	0
"摩根/nf"	2	0
"收/v"	2	0
"敏感/a"	2	0
"教师/n"	2	0
"散光/v"	2	0
"散发/v"	2	0
"散开/v"	2	0
"散热器/n"	2	0
"文盲/n"	2	0
"斑点/n"	2	0
"斯威特/n"	2	0
"斯特劳斯/nf"	2	0
"新兵/n"	2	0
"新型/b"	2	0
"施奈/nf"	2	0
"施帕茨/nf"	2	0
"施莫尔/nf"	2	0
"施行/v"	2	0
"施韦宁格/nf"	2	0
"旋毛虫/n"	2	0
"无害/v"	2	0
"无家可归/v"	2	0
"无性/b"	2	0
"早产儿/n"	2	0
"早泄/v"	2	0
"旱冰/n"	2	0
"昆虫/n"	2	0
"易燃/a"	2	0
"春/t"	2	0
"普氏/b"	2	0
"普秃/n2"	2	0
"普通型/n"	2	0
"晶/n"	2	0
"智力/n"	2	0
"智能/n"	2	0
"暴风雨/n"	2	0
"替换/v"	2	0
"最低/a"	2	0
"有意/d"	2	0
"有机磷/n"	2	0
"朋友/n"	2	0
"服/v"	2	0
"服从/v"	2	0
"本/n"	2	0
"机会/n"	2	0
"机翼/n"	2	0
"杂乱/a"	2	0
"权威/n"	2	0
"条件/n"	2	0
"条纹/n"	2	0
"来自/v"	2	0
"松动/v"	2	0
"松软/a"	1	1
"极性/n"	2	0
"枫树/n"	2	0
"柄/n"	2	0
"染色/v"	2	0
"树胶/n"	2	0
"校/n"	2	0
"核武器/n"	2	0
"核黄素/n"	2	0
"根部/n"	2	0
"格伦/nf"	2	0
"格林/nf"	2	0
"桥本/nj"	2	0
"梦魇/n"	2	0
"梯子/n"	2	0
"棱/n"	2	0
"椅子/n"	2	0
"植皮/v"	2	0
"椭圆形/n"	2	0
"楼梯/n"	2	0
"槌/n"	2	0
"樊/n1"	2	0
"模糊/v"	2	0
"欧洲/n"	2	0
"武器/n"	2	0
"歧视/v"	2	0
"歪/v"	2	0
"死刑/n"	2	0
"残疾/n"	2	0
"殴打/v"	2	0
"毒药/n"	2	0
"比翼/n2"	2	0
"比赛/v"	2	0
"比较/d"	2	0
"毛根/n"	2	0
"民事/b"	2	0
"气性/n"	2	0
"气罐/n"	2	0
"氟化氢/n"	2	0
"氧化/v"	2	0
"氯氟烃/n"	2	0
"氰/w"	2	0
"氰化/v"	2	0
"氰化氢/n"	2	0
"水污染/n"	2	0
"水泥/n"	2	0
"水生/b"	2	0
"汗孔/n"	2	0
"汗腺炎/n"	2	0
"汶/n"	2	0
"沃/v"	2	0
"沃克/nf"	2	0
"沃尔夫/nf"	2	0
"沮丧/a"	2	0
"河/n"	2	0
"油漆/n"	2	0
"油脂/n"	2	0
"法乐/n2"	2	0
"法律/n"	2	0
"波士顿/nf"	2	0
"注射器/n"	2	0
"注意/v"	2	0
"注视/v"	2	0
"洗涤剂/n"	2	0
"津巴布韦/nf"	2	0
"洪水/n"	2	0
"活动期/n"	2	0
"流出/v"	2	0
"浆果/n"	2	0
"测定/v"	2	0
"海尔/n"	2	0
"海豹/n"	2	0
"浸泡/v"	2	0
"液化/v"	2	0
"淀粉酶/n"	2	0
"淡漠/a"	2	0
"淫/a"	2	0
"淹死/v"	2	0
"渐进/v"	2	0
"渲染/v"	2	0
"渴/a"	2	0
"溜/v"	2	0
"溜冰/v"	2	0
"溺水/v"	2	0
"溺爱/v"	2	0
"滑板/n"	2	0
"滑雪/v"	2	0
"滤器/n"	2	0
"潜水/v"	2	0
"澳大利亚/nf"	2	0
"澳洲/n"	2	0
"激动/a"	2	0
"灌肠/v"	2	0
"火山/n"	2	0
"灰质/n"	2	0
"灼热/z"	2	0
"灾害/n"	2	0
"炮火/n"	2	0
"烂/v"	2	0
"烟火/n"	2	0
"烟酸/n"	2	0
"烦/v"	2	0
"烫伤/v"	2	0
"热能/n"	2	0
"烯/x"	2	0
"焦/a"	2	0
"煤炭/n"	2	0
"照管/v"	2	0
"熟人/n"	2	0
"燃/v"	2	0
"爆发/v"	2	0
"爱/v"	2	0
"牙槽炎/n"	2	0
"牙釉质/n"	2	0
"牙龈炎/n"	2	0
"牛奶/n"	2	0
"牛肉/n"	2	0
"物理/n"	2	0
"特定/b"	2	0
"特种/b"	2	0
"犬/n"	2	0
"犯罪/v"	2	0
"状/v"	2	0
"狗/n"	2	0
"独自/d"	2	0
"猪肉/n"	2	0
"现实/n"	2	0
"现象/n"	1	1
"班/n"	2	0
"理由/n"	2	0
"瓦解/v"	2	0
"甘油/n"	2	0
"甘油酯/n"	2	0
"甘油酸/n"	2	0
"生物武器/n"	2	0
"生长期/t"	2	0
"用具/n"	2	0
"用品/n"	2	0
"甲烷/n"	2	0
"甲癣/n"	2	0
"甲苯/n"	2	0
"甲醇/n"	2	0
"甲醛/n"	2	0
"男性化/v"	2	0
"畜/n"	2	0
"疗/v"	2	0
"疟/w"	2	0
"疥疮/n"	2	0
"疮/n"	2	0
"病危/v"	2	0
"痘疮/n"	2	0
"痛觉/n"	2	0
"痨/w"	2	0
"癖/n"	2	0
"白斑病/n"	2	0
"白癣/n"	2	0
"皮化生/n"	2	0
"盂/w"	2	0
"盏/q"	2	0
"监护/v"	2	0
"监狱/n"	2	0
"盗/v"	2	0
"盘剥/v"	2	0
"盛/v"	2	0
"目标/n"	2	0
"盲肠炎/n"	2	0
"眉毛/n"	2	0
"眼/q"	2	0
"眼底/n"	2	0
"眼神/n"	2	0
"着/v"	2	0
"睡衣/n"	2	0
"睾/n"	2	0
"瞬间/t"	2	0
"矇/w"	2	0
"矫正/v"	2	0
"短缺/v"	2	0
"石油/n"	2	0
"矽/n"	2	0
"矽肺/n"	2	0
"矾土/n"	2	0
"矿物/n"	2	0
"砂砾/n"	2	0
"研究/v"	2	0
"硒/n"	2	0
"硝/n"	2	0
"硝化/v"	2	0
"硬/d"	2	0
"硬性/d"	2	0
"碱化/v"	2	0
"磨耗/n"	2	0
"磷灰石/n"	2	0
"磷脂/n"	2	0
"社区/n"	2	0
"神经衰弱/v"	2	0
"神经质/n"	2	0
"福利/n"	2	0
"福雷斯蒂尔/nf"	2	0
"离/p"	2	0
"离别/v"	2	0
"离婚/v"	2	0
"科罗拉多/nf"	2	0
"稀释/v"	2	0
"程序/n"	2	0
"穷/a"	2	0
"空暇/n"	2	0
"空调器/n"	2	0
"突发/v"	2	0
"窥/v"	2	0
"竞争/v"	2	0
"竭/a"	2	0
"第/m"	2	0
"筛骨/n"	2	0
"简单/a"	2	0
"管子/n"	2	0
"管教/v"	2	0
"米/n"	2	0
"米基迪/nf"	2	0
"粘贴/v"	2	0
"糙/a"	2	0
"纡/w"	1	1
"纤毛/n"	2	0
"纤毛虫/n"	2	0
"级/q"	2	0
"纳尔逊/nf"	2	0
"纸样/n"	2	0
"纽/n"	2	0
"线路/n"	2	0
"组合/n"	2	0
"终末/n"	2	0
"终止/v"	2	0
"绊倒/v"	2	0
"绒/n"	2	0
"结巴/a"	2	0
"给/p"	2	0
"绝对/d"	2	0
"绵/a"	2	0
"缓/a"	2	0
"缝合/v"	2	0
"罗/v"	2	0
"罗斯/nf"	2	0
"罗斯蒂/nf"	2	0
"美洲/nf"	2	0
"翳/w"	2	0
"翻译/n"	2	0
"老化/v"	2	0
"老板/n"	2	0
"考试/v"	2	0
"耗尽/v"	2	0
"耳孔/n"	2	0
"聋哑/n"	2	0
"职责/n"	2	0
"聚会/v"	2	0
"聚集/v"	2	0
"肘部/n"	2	0
"肛/n"	2	0
"肝部/n"	2	0
"肯/v"	2	0
"肺循环/n"	1	1
"肽/n"	2	0
"肾结核/n"	2	0
"胀/a"	2	0
"胃扩张/n"	2	0
"胃部/n"	2	0
"胃酸/n"	2	0
"背景/n"	2	0
"背静/a"	2	0
"胎毛/n"	2	0
"胚/n"	2	0
"胡萝卜素/n"	2	0
"胸肌/n"	2	0
"能够/v"	2	0
"脚手架/n"	2	0
"脚气/n"	2	0
"脚癣/n"	2	0
"脱敏/v"	2	0
"脱氧核糖核酸/n"	2	0
"脱肛/n"	2	0
"脸/n"	2	0
"腘/n"	2	0
"腱/n"	2	0
"腹面/n"	2	0
"膳/n"	2	0
"自主性/n"	2	0
"自发/d"	2	0
"自尊/v"	2	0
"自来水/n"	2	0
"臭/a"	2	0
"臼齿/n"	2	0
"舌尖/n"	2	0
"航天/n"	2	0
"色觉/n"	2	0
"芬/b"	2	0
"苄/x"	2	0
"苗/n"	2	0
"范/n"	2	0
"茶碱/n"	2	0
"荆棘/n"	2	0
"草酸/n"	2	0
"莠/a"	2	0
"莫/b"	2	0
"莱尔/nf"	2	0
"获得/v"	2	0
"菜花/n"	2	0
"菲/b"	2	0
"萨/n1"	2	0
"萨那/n"	2	0
"落叶/n"	2	0
"落后/a"	2	0
"蓄意/d"	2	0
"蔗/n"	2	0
"蕈/w"	2	0
"虚脱/v"	2	0
"虹膜炎/n"	2	0
"虾/n"	2	0
"蚀/v"	2	0
"蚓/x"	2	0
"蚤/n"	2	0
"蚤/w"	2	0
"蛇/n"	2	0
"蛉/x"	2	0
"蛲虫/n"	2	0
"蜂拥/v"	2	0
"蜈蚣/n"	2	0
"蜜蜂/n"	2	0
"蜥蜴/n"	2	0
"螫/v"	2	0
"螺/n"	2	0
"蠕动/v"	2	0
"血清病/n"	2	0
"血缘/n"	2	0
"血色/n"	2	0
"行走/v"	2	0
"衣着/n"	2	0
"表演/v"	2	0
"表达/v"	2	0
"表述/v"	1	1
"衰老/a"	2	0
"裂谷/n"	2	0
"装饰品/n"	2	0
"褥/w"	2	0
"西伯利亚/nf"	2	0
"西方/s"	2	0
"西欧/n"	2	0
"西瓦特/nf"	2	0
"要/v"	2	0
"要求/n"	2	0
"规则/n"	2	0
"视盘/n"	2	0
"视野/n"	2	0
"解除/v"	2	0
"詹诺托/nf"	2	0
"计算/v"	2	0
"训练/v"	2	0
"证明书/n"	2	0
"诈病/v"	2	0
"诉讼/v"	2	0
"详细/a"	2	0
"诱奸/v"	2	0
"谢/v"	2	0
"贝克/nf"	2	0
"贝壳/n"	2	0
"贝尔/nf"	2	0
"质变/n"	2	0
"质地/n"	2	0
"质量/n"	2	0
"贫穷/a"	2	0
"费解/a"	2	0
"赋/v"	2	0
"赖特尔/nf"	2	0
"赫斯特/nf"	2	0
"起始/v"	2	0
"超/v"	2	0
"跌/v"	2	0
"跗/w"	2	0
"跛/w"	1	1
"距离/n"	2	0
"跳水/v"	2	0
"踏/v"	2	0
"踢/v"	2	0
"踩/v"	2	0
"躁狂症/n"	2	0
"躺倒/v"	2	0
"轧/v"	2	0
"转化/v"	2	0
"转氨酶/n"	2	0
"轮胎/n"	2	0
"软化病/n"	2	0
"软木/n"	2	0
"软管/n"	2	0
"较/d"	2	0
"输电/v"	2	0
"过分/a"	2	0
"过度/v"	2	0
"过氧化氢/n"	2	0
"迈/v"	2	0
"运动员/n"	1	1
"运动场/n"	2	0
"运送/v"	2	0
"进度/n"	2	0
"远东/n"	2	0
"远视/v"	2	0
"违抗/v"	2	0
"连/n"	2	0
"迟钝/a"	2	0
"迪格奥尔格/nf"	2	0
"迪皮特/nf"	2	0
"迫/v"	1	1
"迫害/v"	2	0
"逃避/v"	2	0
"逆行/v"	2	0
"透镜/n"	2	0
"递/v"	2	0
"通路/n"	2	0
"速/n"	2	0
"逸/v"	1	1
"逼/v"	2	0
"道外/n"	2	0
"遗忘症/n"	2	0
"邻居/n"	2	0
"郁积/v"	2	0
"鄂木斯克/nf"	2	0
"酐/w"	2	0
"酒/n"	2	0
"酒药/n"	2	0
"酿/v"	2	0
"醉/v"	2	0
"释放/v"	2	0
"量/n"	2	0
"针头/n"	2	0
"钒/n"	2	0
"钮/n1"	2	0
"钴胺素/n"	2	0
"铁矾土/n"	2	0
"铁质/n"	2	0
"锅炉/n"	2	0
"锋利/a"	2	0
"锐利/a"	2	0
"锐器/n"	2	0
"错乱/a"	2	0
"锯齿/n"	2	0
"锻炼/v"	2	0
"镇痛剂/n"	2	0
"镉/n"	2	0
"镜片/n"	2	0
"长度/n"	2	0
"门德尔松/nf"	2	0
"闪电/n"	2	0
"队/n"	2	0
"阳/n"	2	0
"阳光/n"	2	0
"阿利什/nf"	2	0
"阿司匹林/n"	2	0
"阿托品/n"	2	0
"阿洪/n"	2	0
"附属/v"	2	0
"附带/v"	2	0
"降低/v"	2	0
"限/v"	2	0
"限于/v"	2	0
"陪伴/v"	2	0
"陶/v"	2	0
"陷入/v"	2	0
"隔离/v"	2	0
"雪/n"	2	0
"雪崩/n"	2	0
"雷电/n"	2	0
"需/v"	2	0
"霍/n"	2	0
"霍夫曼/nf"	2	0
"非常规/b"	2	0
"面积/n"	1	1
"革/v"	2	0
"靶/q"	2	0
"鞭毛虫/n"	2	0
"韦德尼希/nf"	2	0
"项目/n"	2	0
"顺/v"	2	0
"顾问/n"	2	0
"颗粒/n"	2	0
"颞/n"	2	0
"风险/n"	2	0
"飞机/g"	2	0
"饮料/n"	2	0
"饮水/n"	2	0
"饮用水/n"	2	0
"饮酒/v"	2	0
"首/m"	2	0
"香/n"	2	0
"香料/n"	2	0
"马尔堡/nf"	2	0
"马来/n"	2	0
"马耳他/nf"	2	0
"驼峰/n"	2	0
"驾驶/v"	2	0
"骤/d"	1	1
"骶/n"	2	0
"髂/n"	2	0
"高安/n"	2	0
"高度/n"	2	0
"高温/n"	2	0
"高热/n"	2	0
"鱼肉/n"	2	0
"鲭/w"	2	0
"鳄/n"	2	0
"鳄鱼/n"	2	0
"鸡眼/n"	2	0
"鸦片/n"	2	0
"鹦鹉热/n"	2	0
"黄曲霉/n"	2	0
"黑布/n"	2	0
"鼻翼/n"	2	0
"齿槽/n"	2	0
"齿龈/n"	2	0
"/n"	1	0
"100/m"	1	0
"100mg/100mL/x/url"	1	0
"11/m"	1	0
"120/m"	1	0
"120mg/100mL/x/url"	1	0
"17/m"	1	0
"20/m"	1	0
"200/m"	1	0
"200mg/100mL/x/url"	1	0
"20mg/100mL/x/url"	1	0
"2a/n/url"	1	0
"2b/n/url"	1	0
"40/m"	1	0
"40mg/100mL/x/url"	1	0
"5q/n/url"	1	0
"6/m"	1	0
"60/m"	1	0
"60mg/100mL/x/url"	1	0
"80/m"	1	0
"80mg/100mL/x/url"	1	0
"A01/n/url"	1	0
"A04/n/url"	1	0
"A18.8/n/url"	1	0
"A23./n/url"	1	0
"A52.7/n/url"	1	0
"A54.8/n/url"	1	0
"A69.2/n/url"	1	0
"A74.8/n/url"	1	0
"A81.0/n/url"	1	0
"AILD/n/url"	1	0
"AILK/n/url"	1	0
"ALS/n/url"	1	0
"APUD/n/url"	1	0
"B00.5/n/url"	1	0
"B02.2/n/url"	1	0
"B06.8/n/url"	1	0
"B22.0/n/url"	1	0
"B35/n/url"	1	0
"B49/n/url"	1	0
"B74./n/url"	1	0
"C1/x"	1	0
"C80/n/url"	1	0
"CD30T/n/url"	1	0
"CEA/n/url"	1	0
"D2/n/url"	1	0
"D50/n/url"	1	0
"D66/n/url"	1	0
"D68/n/url"	1	0
"D76/n/url"	1	0
"D86.8/n/url"	1	0
"DNA/n/url"	1	0
"E00.1/n/url"	1	0
"E00/n/url"	1	0
"E03./n/url"	1	0
"E05./n/url"	1	0
"E07/n/url"	1	0
"E15/n/url"	1	0
"E16/n/url"	1	0
"E20/n/url"	1	0
"E34/n/url"	1	0
"E40/n/url"	1	0
"E64/n/url"	1	0
"E70/n/url"	1	0
"E84.1/n/url"	1	0
"E89/n/url"	1	0
"G10/n/url"	1	0
"G20/n/url"	1	0
"G30./n/url"	1	0
"G30.0/n/url"	1	0
"G30.1/n/url"	1	0
"G30.8/n/url"	1	0
"G30.9/n/url"	1	0
"G31.0/n/url"	1	0
"G99.2/n/url"	1	0
"GM3/n/url"	1	0
"H5N1/n/url"	1	0
"H7N9/n/url"	1	0
"HCV/n/url"	1	0
"Helveston/n/url"	1	0
"I00/n/url"	1	0
"I66.0/n/url"	1	0
"I66.1/n/url"	1	0
"I66.2/n/url"	1	0
"INH/x"	1	0
"IVIG/n/url"	1	0
"IX/n/url"	1	0
"IgG/n/url"	1	0
"IgG4/n/url"	1	0
"IgM/n/url"	1	0
"J/n/url"	1	0
"J0/n/url"	1	0
"J99.0/n/url"	1	0
"L12./n/url"	1	0
"Leri/n/url"	1	0
"M00/n/url"	1	0
"M05.1/n/url"	1	0
"M25/n/url"	1	0
"M30/n/url"	1	0
"M35/n/url"	1	0
"M40/n/url"	1	0
"M45/n/url"	1	0
"M46/n/url"	1	0
"M47./n/url"	1	0
"M48./n/url"	1	0
"M51/n/url"	1	0
"M53/n/url"	1	0
"M54/n/url"	1	0
"M89.4/n/url"	1	0
"M8964/3/x/url"	1	0
"M9250/3/x/url"	1	0
"M96/n/url"	1	0
"MDS/n/url"	1	0
"MNS/n/url"	1	0
"MODS/n/url"	1	0
"MS0/n/url"	1	0
"NK/T/x/url"	1	0
"RAEB/n/url"	1	0
"RH/n/url"	1	0
"RR/n/url"	1	0
"SARS/x"	1	0
"SC/n/url"	1	0
"SD/n/url"	1	0
"SE/n/url"	1	0
"SS/n/url"	1	0
"Sazman/n/url"	1	0
"Schwarz/n/url"	1	0
"T3/n/url"	1	0
"V/n/url"	1	0
"Weill/n/url"	1	0
"b/o/url"	1	0
"s/v/url"	1	0
"’/w"	1	0
"Ⅷ/m"	1	0
"Ⅸ/m"	1	0
"三叶/n"	1	0
"上部/f"	1	0
"下陷/v"	1	0
"丢失/v"	1	0
"个别/a"	1	0
"中断/v"	1	0
"中段/f"	1	0
"临时/b"	1	0
"为/v"	1	0
"义齿/n"	1	0
"乘晕宁/n"	1	0
"乙烷/n"	1	0
"乙肝/n"	1	0
"乙脑/n"	1	0
"乱/d"	1	0
"乳齿/n"	1	0
"云翳/n"	1	0
"亚型/n"	1	0
"亚硝酸/n"	1	0
"产妇/n"	1	0
"产生/v"	1	0
"亨诺克/nf"	1	0
"任/v"	1	0
"伊/b"	1	0
"伊梅斯/nf"	1	0
"优/a"	1	0
"会面/v"	1	0
"伞状/b"	1	0
"传统/n"	1	0
"伦敦/nf"	1	0
"伯特/nf"	1	0
"伸直/v"	1	0
"佐/v"	1	0
"何/r"	1	0
"作伴/v"	1	0
"佩尔格/nf"	1	0
"佳/a"	1	0
"侧/n"	1	0
"侧/q"	1	0
"便/d"	1	0
"修补/v"	1	0
"倾倒/v"	1	0
"倾斜/v"	1	0
"倾斜度/n"	1	0
"偏心/a"	1	0
"偏离/v"	1	0
"储/v"	1	0
"储备/n"	1	0
"僵直/z"	1	0
"充盈/v"	1	0
"先锋/n"	1	0
"克仑/nf"	1	0
"克吕韦耶/nf"	1	0
"克山病/n"	1	0
"克拉伯/nf"	1	0
"克拉特斯金/nf"	1	0
"克曼氏/nf"	1	0
"克罗/nf"	1	0
"兜/n"	1	0
"其/r"	1	0
"内寄生/n"	1	0
"内胎/n"	1	0
"再造术/n"	1	0
"农作物/n"	1	0
"冠周炎/n"	1	0
"冬令/n2"	1	0
"冯·雷克林豪森/nf"	1	0
"冲击波/n"	1	0
"冲剂/n"	1	0
"净/a"	1	0
"减/v"	1	0
"减弱/v"	1	0
"凝集/v"	1	0
"凯利/nf"	1	0
"凯恩/nf"	1	0
"出道/v"	1	0
"分子/n"	1	0
"分隔/v"	1	0
"切恩/nf"	1	0
"划分/v"	1	0
"列车/n"	1	0
"创口/n"	1	0
"利布曼/nf"	1	0
"刮/v"	1	0
"制/v"	1	0
"前后/f"	1	0
"前机/n"	1	0
"动员/v"	1	0
"劳伦斯/nf"	1	0
"区域性/n"	1	0
"华/b"	1	0
"南/b"	1	0
"卡利/n"	1	0
"卡尔曼/nf"	1	0
"卡恩斯/nf"	1	0
"卧床不起/v"	1	0
"即/v"	1	0
"即时/d"	1	0
"卵子/n"	1	0
"卵黄/n"	1	0
"厂/n"	1	0
"厄/b"	1	0
"原浆/n"	1	0
"原田/nj"	1	0
"双球菌/n"	1	0
"双生/b"	1	0
"反常/a"	1	0
"发性泌/n"	1	0
"发生器/n"	1	0
"发音/n"	1	0
"取出/v"	1	0
"受阻/v"	1	0
"叠加/v"	1	0
"口形/n"	1	0
"口水/n"	1	0
"古德帕斯丘/nf"	1	0
"叫/v"	1	0
"可乐/n"	1	0
"台/n"	1	0
"史蒂文斯/nf"	1	0
"叶继/n"	1	0
"司/n"	1	0
"合流/v"	1	0
"吉特尔曼/nf"	1	0
"同心圆/n"	1	0
"同性/b"	1	0
"后天/n"	1	0
"后缘/n"	1	0
"向量/n"	1	0
"吓/v"	1	0
"吞/v"	1	0
"吞噬/v"	1	0
"吡/n"	1	0
"吡啶/n"	1	0
"吸吮/v"	1	0
"吹/v"	1	0
"呆/v"	1	0
"呋喃/n"	1	0
"呱/w"	1	0
"命名/v"	1	0
"咪/n"	1	0
"哆/n"	1	0
"哆/w"	1	0
"哈曼/nf"	1	0
"哈特/nf"	1	0
"哈特纳普/nf"	1	0
"哨/n"	1	0
"哭/v"	1	0
"哭闹/v"	1	0
"哮/w"	1	0
"唆/w"	1	0
"唾液腺/n"	1	0
"商用/n"	1	0
"喉结/n"	1	0
"喙/n"	1	0
"嗜睡/v"	1	0
"嗦/x"	1	0
"嘶/v"	1	0
"回声/n"	1	0
"固有/b"	1	0
"圆形/n"	1	0
"圆柱/n"	1	0
"地点/n"	1	0
"坏/a"	1	0
"埃文/nf"	1	0
"基因/n"	1	0
"基础/n"	1	0
"塌/v"	1	0
"塑/v"	1	0
"塑料/n"	1	0
"塞卡尔/nf"	1	0
"夏季/t"	1	0
"外出/v"	1	0
"外套/n"	1	0
"外肾/n"	1	0
"多尿症/n"	1	0
"多次/m"	1	0
"多诺霍/nf"	1	0
"大田/n"	1	0
"大脑皮层/n"	1	0
"天使/n"	1	0
"天鹅/n"	1	0
"失灵/v"	1	0
"失音/v"	1	0
"套管/n"	1	0
"奥利埃/nf"	1	0
"奥尔波特/nf"	1	0
"奥耶斯基/nf"	1	0
"姆/x"	1	0
"始/d"	1	0
"威/n"	1	0
"威尔金森/nf"	1	0
"威德曼/nf"	1	0
"婚配/v"	1	0
"媒/n"	1	0
"孔肯雅热/nf"	1	0
"孢/n"	1	0
"学生/n"	1	0
"安眠/v"	1	0
"宗/q"	1	0
"官方/n"	1	0
"官能/n"	1	0
"宿主/n"	1	0
"密度/n"	1	0
"富于/v"	1	0
"富兰克林/nf"	1	0
"导线/n"	1	0
"小儿/n"	1	0
"小结/n"	1	0
"尖头/n"	1	0
